C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_324.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_324.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_324.jpg,0,0,0,4.071744E-07
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_394.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_394.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_394.jpg,0,0,0,7.993775E-07
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_463.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_463.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_463.jpg,0,0,0,2.838351E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_531.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_531.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_531.jpg,0,0,0,1.433678E-05
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_599.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_599.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_599.jpg,0,0,0,1.144061E-05
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_668.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_668.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_668.jpg,0,0,0,9.595227E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_738.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_738.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_738.jpg,0,0,0,1.680466E-05
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_805.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_805.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_805.jpg,0,0,0,2.212453E-05
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_873.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_873.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_873.jpg,0,0,0,1.544513E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_34_942.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_34_942.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_34_942.jpg,0,0,0,9.42138E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_011.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_011.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_011.jpg,0,0,0,2.392418E-05
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_078.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_078.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_078.jpg,0,0,0,9.986703E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_146.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_146.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_146.jpg,0,0,0,5.637348E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_214.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_214.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_214.jpg,0,0,0,2.25769E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_281.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_281.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_281.jpg,0,0,0,8.289974E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_349.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_349.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_349.jpg,0,0,0,7.586872E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_417.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_417.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_417.jpg,0,0,0,5.494185E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_484.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_484.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_484.jpg,0,0,0,9.816673E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_552.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_552.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_552.jpg,0,0,0,8.261178E-06
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_623.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_623.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_623.jpg,0,0,0,3.059866E-05
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_692.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_692.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_692.jpg,0,0.07609976,0,0.003720452
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_761.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_761.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_761.jpg,0,0.3174178,0,0.2389517
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_830.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_830.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_830.jpg,0,0.5029346,0,0.5318893
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_900.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_900.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_900.jpg,0,0.7362773,0,1.129978
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_35_969.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_35_969.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_35_969.jpg,0,0.9178151,0,1.772738
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_039.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_039.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_039.jpg,0,1,0,2.702681
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_106.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_106.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_106.jpg,0,1,0,3.404073
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_175.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_175.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_175.jpg,0,1,0,4.110903
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_244.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_244.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_244.jpg,-0.1,1,0,5.042019
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_312.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_312.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_312.jpg,-0.25,1,0,5.727242
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_382.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_382.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_382.jpg,0,1,0,6.619053
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_451.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_451.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_451.jpg,0,1,0,7.298029
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_520.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_520.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_520.jpg,0,1,0,8.205266
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_587.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_587.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_587.jpg,0,1,0,8.881509
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_656.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_656.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_656.jpg,-0.05,1,0,9.776574
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_726.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_726.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_726.jpg,-0.2,1,0,10.43299
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_797.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_797.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_797.jpg,-0.4,1,0,11.27399
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_864.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_864.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_864.jpg,-0.5500001,1,0,11.977
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_36_932.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_36_932.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_36_932.jpg,-0.7,1,0,12.28283
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_002.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_002.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_002.jpg,0,1,0,13.10851
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_072.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_072.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_072.jpg,0,1,0,13.90081
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_140.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_140.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_140.jpg,0,1,0,14.70221
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_207.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_207.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_207.jpg,0,1,0,15.26
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_275.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_275.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_275.jpg,0,1,0,15.94386
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_343.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_343.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_343.jpg,0,1,0,16.78194
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_412.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_412.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_412.jpg,-0.05,1,0,17.36907
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_480.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_480.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_480.jpg,-0.25,1,0,18.17998
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_548.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_548.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_548.jpg,-0.4,1,0,18.76199
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_615.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_615.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_615.jpg,0,1,0,19.35694
C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\center_2018_12_28_15_48_37_683.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\left_2018_12_28_15_48_37_683.jpg,C:\Users\Aliasgar1100\Desktop\selfdrivingcar\IMG\right_2018_12_28_15_48_37_683.jpg,0,1,0,20.1713
